,PC1,PC2,PC3,vaccine,words,tsne1,tsne2,tsne3,cluster,aa
3117,-0.428295356,-0.258137389,-0.044568041,No,crisis,-7.8268743,-12.791186,-19.863602,0,2
5071,-0.428239251,-0.008245083,0.448675355,No,german,4.7071624,-24.445662,-10.945784,2,2
4550,-0.428088564,0.02865375,0.235372936,No,fasttrack,4.5634384,-18.396942,-11.818543,2,2
3380,-0.4277019,0.065053166,0.493139457,No,delays,4.388468,-18.77683,-18.554483,2,2
5279,-0.427427519,0.063364011,0.259906883,No,grants,6.8417416,-22.209555,-13.857894,2,2
6086,-0.427399323,0.20716716,0.057966089,No,indianarmy,7.541758,-11.039793,-17.868832,0,2
2175,-0.426974444,0.063363406,0.537951122,No,candidates,4.5689983,-26.48369,-2.8012295,2,2
11296,-0.426450424,0.032389459,-0.010990788,No,subject,0.16134056,-23.108404,-14.440701,0,2
1115,-0.426157471,-0.130907253,-0.243621045,No,anonymous,-21.830856,-4.2818213,-16.577757,0,2
1768,-0.425917372,0.199611726,0.650591412,No,biotech,12.099439,-20.014217,-13.131182,2,2
4173,-0.425886786,-0.009651872,0.266536802,No,ens,5.6465364,-20.624361,-13.240235,2,2
9480,-0.425872303,0.067038773,0.564121827,No,purchase,5.0943484,-19.791433,-18.67429,2,2
2916,-0.425834703,0.083155353,0.238032195,No,continent,6.534091,-13.233693,-16.388245,2,2
2415,-0.425543392,-0.147691284,-0.227260875,No,chefs,-21.813063,-4.2786016,-16.615738,0,2
4986,-0.425509479,0.322122794,0.376712288,No,gamaleya,10.823816,-18.871557,-15.504422,2,2
1436,-0.42524983,0.052218617,0.466801289,No,authorized,4.2941384,-21.711544,-16.147848,2,2
12978,-0.424870263,0.212088602,-0.085179632,No,writes,0.5023437,-3.4708028,-17.981264,0,2
6318,-0.424836943,0.039419901,-0.020285063,No,investments,-4.5035334,-8.040172,-17.506214,0,2
1367,-0.424808427,-0.063992678,0.458314697,No,astrazenecas,3.24877,-21.00949,-9.876005,2,2
4818,-0.424621522,0.388782478,0.431081494,No,foreign,13.99065,-14.279862,-16.85115,2,2
5609,-0.424271042,0.215703664,-0.032656514,No,highlights,-15.186934,12.800246,-18.581625,0,2
5371,-0.424155708,0.328937167,0.262755923,No,guterres,11.632133,-13.66439,-17.982735,2,2
9790,-0.423840209,-0.178551037,0.134919329,No,refuses,-1.4152672,-17.913929,-18.93407,0,2
12190,-0.423803821,-0.093171493,0.157885652,No,uks,-6.3391824,-20.202871,-18.942142,0,2
1230,-0.423181805,0.038798684,0.649242567,No,approval,4.964844,-24.211433,-14.544104,2,2
2944,-0.422657445,-0.182776247,0.221316611,No,controls,-6.003217,-16.449873,-16.589872,2,2
795,-0.422453622,-0.007420516,0.506403716,No,advanced,6.9427295,-24.69996,-9.127321,2,2
5317,-0.422349828,-0.104505385,0.034457328,No,gross,-6.856478,-15.176749,-16.37271,0,2
4580,-0.421975427,-0.177927257,0.34961055,No,fda,2.276984,-24.538652,-14.736268,2,2
256,-0.421377666,-0.272337147,0.206821602,Yes,9/28/2020,-1.133489,-27.305578,-12.170556,2,2
7269,-0.421355777,0.04794576,0.363045804,No,manufactured,8.129298,-15.850383,-13.90212,2,2
7211,-0.421211274,0.192281036,0.587177266,No,major,12.170684,-19.307634,-12.156103,2,2
6851,-0.421059553,-0.065362098,0.116635014,No,leads,-8.413708,-12.685929,-11.881561,0,2
232,-0.420419465,-0.3273795,0.429665129,Yes,8/22/2020,2.1600983,-29.632215,-11.844277,2,2
248,-0.420299687,-0.211588631,0.26806049,Yes,9/18/2020,-1.5332409,-27.096966,-10.633149,2,2
10945,-0.42018989,-0.183237822,-0.053149894,No,source,-17.824966,13.186007,-13.768679,0,2
4094,-0.419939445,0.316135941,0.259445258,No,emirates,10.803282,-14.10828,-15.061835,2,2
1224,-0.419576,-0.040764608,-0.03180979,No,approach,-5.3389482,-8.255933,-23.09968,0,2
252,-0.419254301,-0.265557474,0.376047789,Yes,9/22/2020,1.5339675,-28.987026,-10.478559,2,2
5194,-0.419039268,0.016874049,0.029962125,No,gottlieb,10.886373,5.917349,-26.375242,0,2
8103,-0.418944695,-0.087094362,0.145066969,No,nigeria,-2.76799,-13.414737,-14.732253,0,2
7449,-0.41861201,0.076022267,0.141621392,No,meets,-0.49255908,-23.761833,-17.43931,2,2
233,-0.418566499,-0.193470169,0.598426265,Yes,8/23/2020,3.4556406,-28.552122,-12.235242,2,2
3028,-0.418272447,0.02613932,0.260938323,No,countri,6.0910344,-12.609902,-14.80751,2,2
1223,-0.418139526,-0.080626275,0.077903025,No,appro,-2.6474311,-20.914835,-10.741066,0,2
1709,-0.418078217,0.291181099,0.581339046,No,bharat,12.105268,-19.781147,-13.310159,2,2
10214,-0.417649072,-0.035232104,0.595715162,No,russias,6.0686264,-27.310972,-13.4251795,2,2
4816,-0.417604918,-0.022019443,0.589535801,No,forecasts,6.7448125,-17.913004,-19.183344,2,2
12264,-0.416894466,0.473703366,0.420389798,No,union,14.1125555,-14.092221,-18.019001,2,2
7669,-0.416843858,0.267617102,0.223481757,No,moayush,10.819856,-9.946285,-16.795492,2,2
8932,-0.416260101,0.172345764,0.390941935,No,plant,11.133359,-17.603695,-12.947476,2,2
1769,-0.416182742,0.123639556,0.347185722,No,biotechnology,3.8923883,-23.41884,-11.234326,2,2
9628,-0.415508813,0.058503873,0.208344852,No,rapid,0.72774774,-25.607506,-18.627377,2,2
9428,-0.415111997,0.169206534,0.020439713,No,psychological,2.201832,-0.9456676,-27.172535,0,2
4073,-0.415051601,-0.176325113,0.206591679,No,ema_news,-7.8831267,-19.450548,-15.98886,2,2
182,-0.415043578,0.00379641,0.536093164,Yes,10/15/2020,4.1668158,-27.68745,-11.438113,2,2
11400,-0.414946369,0.153560769,-0.182518168,No,supreme,-4.063842,-3.0505073,-23.195353,0,2
558,-0.414893097,-0.088848304,0.418910657,No,916,0.77113783,-26.536713,-0.03815267,2,2
2991,-0.414313872,-0.086951351,-0.108689271,No,corporations,-7.455718,-9.471429,-19.332705,0,2
201,-0.414026586,-0.11599852,0.318748949,Yes,11/3/2020,0.54436314,-27.090748,-10.161306,2,2
5862,-0.414020277,0.109753184,0.071420454,No,iata,-0.8557296,-9.011693,-20.065067,0,2
2493,-0.413956548,-0.290349342,0.041718214,No,cimatechange,-16.790699,-14.909003,-14.68102,0,2
12443,-0.413763825,0.009772526,0.074709986,No,various,-10.789123,7.546803,-20.821815,0,2
5835,-0.413661126,0.077659692,-0.097155708,No,hurdles,-7.518646,-6.4799623,-23.242945,0,2
7075,-0.413331796,0.275684675,-0.129628094,No,logistical,-8.337058,17.030485,-21.278017,0,2
1234,-0.413156792,0.084092968,0.53824448,No,approves,7.048605,-23.009562,-13.99864,2,2
5876,-0.413092027,0.312928521,0.4171719,No,icmrdelhi,10.337058,-16.323574,-15.872458,2,2
3055,-0.413079395,0.112034163,0.064903337,No,coverage,-2.5732274,-11.58508,-15.358449,0,2
2758,-0.413021092,-0.126082817,0.533058751,No,company,3.8991914,-24.662682,-12.460718,2,2
4089,-0.412649134,-0.2995741,0.156832485,No,emerging,-2.9300873,-26.720442,3.110054,0,2
231,-0.412508004,-0.200785263,0.398847884,Yes,8/21/2020,2.014358,-29.510542,-11.843719,2,2
7298,-0.412468029,0.049134044,0.300645079,No,markets,7.0798674,-19.406685,-1.7978361,2,2
1710,-0.412146392,0.221382367,0.55906518,No,bharatbiotech,11.908783,-19.24826,-13.5415945,2,2
4083,-0.411437028,-0.342512859,0.209415057,No,emerge,-6.4440675,-25.069086,1.6785167,2,2
6281,-0.411286665,0.039634777,0.169857955,No,internal,-1.2581106,-15.241016,-14.273761,2,2
3425,-0.411077417,0.058953768,0.357625345,No,denies,7.903972,-20.303156,-15.364062,2,2
9926,-0.4109229,0.136370365,0.19086525,No,republic,12.806849,-9.962961,-19.303165,2,2
4403,-0.410858759,0.310670404,-0.047884035,No,expert,13.154245,4.47872,-25.506628,0,2
3667,-0.410845818,0.252799779,-0.172715127,No,dissemination,-0.60243547,8.6937685,-20.505564,0,2
2598,-0.410766595,0.073050244,-0.104254771,No,cloud,-8.0932665,-4.494001,-23.38496,0,2
222,-0.410675438,-0.388737108,0.451420427,Yes,7/9/2020,0.7531582,-29.526163,-11.303156,2,2
3043,-0.410070282,0.135702929,-0.059911436,No,court,-3.9511218,-3.0304837,-23.293697,0,2
9190,-0.409940465,0.055720846,-0.022695786,No,press,-16.76877,9.646656,-19.602474,0,2
1199,-0.409777879,0.12433624,0.222953105,No,application,3.99358,-21.442137,-13.29477,2,2
9492,-0.408871743,-0.244504605,0.069807939,No,pursuing,-6.348882,-21.25018,-6.8237653,0,2
11445,-0.408207528,0.140649323,-0.01517471,No,suspend,-3.4506204,-6.4570875,-18.554436,0,2
3122,-0.408086958,-0.095193173,0.041169323,No,criticism,-4.7227182,-20.658875,-12.772914,0,2
7701,-0.407636794,0.476190805,0.439301899,No,mohfw_india,17.783718,-11.932358,-17.533634,2,2
10796,-0.407488907,-0.129899,-0.088240754,No,slams,-27.979918,0.16164577,-3.3966372,0,2
9819,-0.407446705,0.121736475,0.201193703,No,regulators,7.1341443,-21.977669,-14.976628,2,2
3005,-0.407311236,0.017071583,-0.180826437,No,costs,-4.6382504,-12.291399,-25.990992,0,2
184,-0.407167557,0.011307959,0.455096417,Yes,10/17/2020,4.348237,-17.504322,-16.572344,2,2
1246,-0.407112771,0.349449007,0.35305659,No,arab,11.399601,-14.285654,-14.756655,2,2
4962,-0.407073009,-0.195159308,-0.015157524,No,funded,-4.7128882,-22.215908,-8.1448145,0,2
3077,-0.406803753,0.287047502,0.459662022,No,cr,16.456816,-13.7306795,-12.186339,2,2
8134,-0.406734748,0.072519668,0.403847024,No,nod,9.896372,-19.759426,-13.536788,2,2
10389,-0.406531146,0.025040095,-0.228874017,No,scientific,-11.778785,14.650677,-18.49243,0,2
6116,-0.40646503,-0.079494918,-0.10644401,No,inequality,-10.772112,-8.550889,-21.897978,0,2
7919,-0.406203957,-0.22881641,-0.10680969,No,nationalism,-7.213391,-10.887627,-19.888117,0,2
9026,-0.406109827,0.347310055,0.401691375,No,poonawalla,12.052395,-18.193384,-15.611065,2,2
953,-0.405702893,-0.075553153,-0.075100767,No,allay,-4.784013,-26.819078,-13.283571,0,2
242,-0.405561369,-0.354175109,0.178583934,Yes,8/9/2020,-1.2833706,-28.349676,-11.282842,0,2
9845,-0.404881677,-0.169908569,0.383824288,No,release,-4.6131287,-16.246262,-20.72262,2,2
6762,-0.404859617,0.198610985,0.201381749,No,lahore,8.705356,-15.424434,-12.380645,2,2
3372,-0.404326693,0.091488146,-0.043207572,No,defying,-3.29362,-11.757099,-14.450749,0,2
4082,-0.404091301,-0.041560341,0.094858729,No,emer,-3.8234026,-20.141436,-12.578639,0,2
221,-0.403923724,-0.453150716,0.268283147,Yes,6/9/2020,-1.1731623,-29.118418,-12.411431,2,2
9595,-0.403834235,0.082442715,0.11185406,No,raised,-2.9430916,-24.920498,-19.21057,0,2
366,-0.403706173,-0.153337819,0.032822578,No,29athe,-17.216042,-15.497092,-15.187814,0,2
6217,-0.403666409,0.132190321,-0.262699903,No,insights,-11.64807,14.309726,-18.445122,0,2
6084,-0.403625993,0.296319973,0.460586242,No,indian,17.639889,-13.136558,-16.22298,2,2
1553,-0.403601902,-0.036795769,0.393338167,No,based,0.020452935,-26.768291,-15.968352,2,2
12347,-0.403421365,-0.015464208,-0.068392795,No,urgently,-4.301574,-6.5273204,-22.159275,0,2
9371,-0.403361042,0.141721738,0.063185262,No,proposed,-2.8517294,-5.6779137,-19.644949,0,2
6378,-0.403297784,-0.187034691,0.459088249,No,israeli,1.0756961,-26.382883,1.4399306,2,2
12109,-0.403209975,0.06910496,0.435288717,No,turkey,8.318227,-15.656688,-15.015368,2,2
5999,-0.402831462,-0.122533462,-0.000814458,No,implies,-7.187235,-14.944491,-16.078146,0,2
8363,-0.402818086,0.285069241,0.070255605,No,ongoing,1.9576823,-0.35879165,-27.091818,0,2
12228,-0.402773464,0.152707829,-0.256939876,No,undermines,-4.46395,-12.215432,-26.168789,0,2
1423,-0.402762062,-0.282158512,0.05561998,No,australian,-4.7206125,-17.66594,-17.128387,0,2
5238,-0.402623823,0.015681881,-0.035261141,No,govts,-3.8106918,-7.911487,-20.213528,0,2
6916,-0.40255303,-0.216105516,0.051072398,No,lettier,-9.481058,-14.386684,-18.778399,0,2
10128,-0.401873479,-0.008197854,0.01060815,No,roger,-6.350441,-12.2214575,-14.619449,0,2
8137,-0.401773571,0.20305849,0.464740766,No,noida,10.062194,-16.221104,-15.8725195,2,2
6726,-0.401734638,0.312769492,-0.176224653,No,kritikapur4,-8.714174,16.642382,-21.072117,0,2
253,-0.401411426,-0.262220066,0.450966409,Yes,9/23/2020,1.3226337,-26.676617,-12.097304,2,2
12899,-0.401365869,0.217375319,-0.173450677,No,wolf,-10.869067,4.1684113,-25.524979,0,2
9653,-0.401341013,0.182762226,0.289576934,No,rdif,8.646672,-16.570156,-12.606924,2,2
10720,-0.400983261,-0.197461203,0.527261468,No,signs,1.3273829,-26.211733,0.9258437,2,2
3623,-0.400938486,-0.264496181,-0.064164517,No,discovery,-3.5924387,-24.632088,-10.112814,0,2
4273,-0.400813606,-0.042191115,0.340928048,No,eua,3.828609,-22.58032,-13.98774,2,2
10658,-0.400784496,-0.108734322,0.247921571,No,shortage,-3.253664,-14.150206,-20.81958,2,2
9578,-0.399961862,0.178124988,-0.212334444,No,racial,-8.969336,11.398906,-19.6322,0,2
6546,-0.399953298,0.137372024,-0.045151011,No,journal,-13.653976,3.9670818,-22.044926,0,2
11022,-0.399853953,0.200304249,0.02982248,No,spokesperson,13.170254,-2.427334,-25.445814,0,2
9210,-0.399802641,-0.062863727,0.092962672,No,prevention,-1.4407685,-24.751451,3.765831,0,2
6592,-0.399746251,0.089379872,0.209320975,No,justin,11.500564,-14.045166,-19.509493,2,2
704,-0.399620141,0.141699821,0.105389926,No,acquiring,3.6300905,-13.220429,-20.80389,0,2
3178,-0.39954675,0.022249239,0.003564199,No,curevacrna,-3.574047,-21.737146,-7.5212216,0,2
12776,-0.399143106,-0.140268518,0.089891946,No,western,-11.701715,-9.84648,-13.869686,0,2
240,-0.399033871,-0.13065249,0.110956444,Yes,8/30/2020,-1.7487977,-26.190437,-12.261457,0,2
4019,-0.398570425,-0.266135953,-0.061973435,No,egg,-4.4337735,-24.191471,-12.257075,0,2
9224,-0.398559327,0.003377771,-0.060400592,No,pricing,-4.051621,-7.634215,-17.08624,0,2
4815,-0.398375115,0.184269204,0.130876168,No,forecast,-14.960767,12.426048,-19.190582,2,2
7270,-0.398273147,0.088892443,0.225254898,No,manufacturer,8.274409,-16.460821,-12.754725,2,2
9010,-0.397895915,-0.290058481,-0.059858125,No,politicising,-19.599281,-6.3982944,-9.838644,0,2
3405,-0.397694048,-0.100135509,-0.021299423,No,demands,-6.5788875,-10.90494,-14.344435,0,2
2930,-0.397386092,-0.048425424,0.259453523,No,contracts,0.87944794,-16.750149,-18.70849,2,2
8423,-0.397348563,-0.202807741,-0.199359088,No,orchestrated,-21.02202,-9.453934,-15.739105,0,2
10332,-0.397332921,0.191691522,0.187242557,No,scale,-2.9593768,-10.697555,-21.902378,2,2
11459,-0.39726187,0.29812595,0.157023111,No,swamy39,10.811846,-9.427309,-18.646688,2,2
4869,-0.397177276,-0.034986788,0.347411366,No,fra,10.509359,-20.169306,2.6169505,2,2
6686,-0.396805287,0.107979678,0.210750671,No,kingdom,7.8205385,-12.814234,-13.216052,2,2
6656,-0.396718707,0.043933895,0.004242045,No,khn,12.275567,5.036012,-27.70922,0,2
11206,-0.396523395,-0.121531747,0.281452878,No,stockstobuy,5.9529467,-19.329206,-1.5986116,2,2
12885,-0.396213798,0.05567771,0.342402202,No,withdraws,4.4321976,-21.837177,-13.351295,2,2
3095,-0.39606237,-0.036175626,-0.111163329,No,creates,-13.543755,4.733938,-20.347647,0,2
11204,-0.396039247,0.054104976,0.243663934,No,stockpiling,6.10984,-12.553318,-14.66117,2,2
9177,-0.395832042,0.308347009,0.096348097,No,presented,11.445461,1.7953691,-24.150677,0,2
3514,-0.395556443,-0.184846456,0.232397156,No,developers,2.578518,-21.187439,-2.1143467,2,2
12625,-0.39487761,0.096496917,-0.025570595,No,waiver,-3.3524578,-6.8747134,-18.45478,0,2
1413,-0.394820815,-0.440037224,0.05992068,No,aus,-18.590885,-17.922565,1.2169036,4,2
11158,-0.394639812,-0.266931666,0.27028913,No,steer,-6.770006,-18.37342,-17.154057,2,2
10459,-0.394553271,0.1053549,-0.081810427,No,secrecy,-4.9454756,-5.1650863,-19.93297,0,2
2306,-0.394447847,-0.132860475,-0.258004599,No,celebrity,-21.791927,-4.3087406,-16.705086,0,2
7032,-0.394381131,0.111928759,0.288665058,No,lk,7.011446,-16.226,-15.896831,2,2
11781,-0.39418002,-0.047030483,-0.055048456,No,threatens,-6.7830734,-14.5989685,-16.840631,0,2
6518,-0.393914538,-0.098591409,0.147917116,No,johnsonampjohnson,-1.6131482,-24.789316,-4.278374,0,2
10091,-0.393843891,-0.050602346,0.256308774,No,rise,12.572645,-17.430027,6.807334,2,2
838,-0.393446385,-0.176456613,0.083221632,No,afr,-1.9847335,-21.33388,0.9468848,0,2
2723,-0.393144353,0.190243695,0.232732765,No,commercial,12.858983,-9.404136,-18.302042,2,2
1760,-0.393092943,0.105564161,0.209260248,No,biological,3.3326843,-23.750177,-7.292086,2,2
4979,-0.392958816,-0.026094209,0.088977656,No,g7,-5.532566,-10.352686,-21.417786,0,2
7490,-0.392598484,-0.294837334,0.031212096,No,merck,-3.5373073,-24.631897,-10.170983,0,2
7525,-0.391916774,-0.257211832,0.41668011,No,mhras,-1.0535129,-25.671318,-16.68104,2,2
9800,-0.391713398,0.025993809,0.05789213,No,regimes,-9.633103,-8.019642,-17.23691,0,2
5074,-0.391660615,-0.016859486,0.250487597,No,germanys,3.207515,-21.079983,-12.190244,2,2
7655,-0.39141333,0.250903264,0.161349371,No,mkhize,13.995846,-1.86204,-24.481092,2,2
2193,-0.391173954,-0.153975626,-0.04258759,No,capitolriots,-18.547981,-16.366869,-11.282845,0,2
3284,-0.391129699,0.222732173,0.462845328,No,dcgi,10.922457,-18.977873,-13.598796,2,2
5936,-0.390994187,0.068385988,0.094151672,No,imf,4.2600145,-11.401852,-17.543371,0,2
4271,-0.390927093,-0.437816829,0.13824927,No,eu_commission,-9.188829,-18.971508,-17.419432,4,2
12884,-0.390899142,0.081352026,0.530024545,No,withdrawn,5.19783,-23.106487,-12.37398,2,2
6854,-0.390880892,0.100614003,-0.036096915,No,leaked,-3.0939195,-8.346392,-14.872243,0,2
8990,-0.390828261,-0.040469244,-0.13778532,No,points,-15.91912,-15.103781,-18.220419,0,2
1990,-0.390691195,0.155084976,-0.034189487,No,brics,4.70419,-11.05189,-18.104979,0,2
4087,-0.390615154,0.019576447,0.11905281,No,emergencyuse,3.6935358,-21.098143,-12.88548,0,2
8299,-0.390524848,-0.168563678,0.466081044,No,ocugen,2.2381446,-26.382345,-8.108317,2,2
7781,-0.390505418,0.158314305,0.268272032,No,mou,9.866925,-15.288762,-11.979116,2,2
3146,-0.390463737,-0.100291313,0.145359426,No,crypto,3.0340004,-11.367883,-17.852978,0,2
10750,-0.390347551,-0.056267532,0.12840328,No,singleshot,-0.9678242,-25.153845,-4.7181196,0,2
6742,-0.389917159,0.278809257,0.170842167,No,laboratories,12.181849,0.49641317,-22.019173,2,2
11060,-0.389663419,0.299145668,0.532086317,No,srilanka,13.946026,-14.783156,-14.5835495,2,2
1433,-0.389373154,0.326680916,-0.108554942,No,authority,9.288156,2.295258,-21.483807,0,2
9568,-0.388517254,0.424065405,0.343008843,No,qureshi,13.468155,-14.330735,-16.733393,2,2
1750,-0.38841224,-0.194370545,0.048714532,No,billions,-28.375786,-5.762131,-2.9459245,0,2
205,-0.387993,-0.149733153,0.36948279,Yes,11/7/2020,11.025782,-15.868388,-3.7461865,2,2
11428,-0.387806815,0.216579685,0.293641222,No,survey,-12.737329,7.0765643,-22.59341,2,2
9045,-0.387417886,-0.086816875,0.151116126,No,porcine,-6.5124927,-25.81784,-11.252073,0,2
255,-0.387259513,-0.098436292,0.397099688,Yes,9/27/2020,4.506921,-14.993834,-16.171371,2,2
919,-0.387071575,0.046954696,0.137528071,No,alamedacounty,-3.0330617,-13.218586,-14.37871,0,2
4832,-0.386942144,0.097605904,0.136955852,No,formally,6.1577206,-14.855644,-14.70755,2,2
225,-0.386909464,-0.198745022,0.745804895,Yes,8/15/2020,3.8474758,-29.166233,-12.715211,2,2
3666,-0.386855729,-0.031074116,0.01962946,No,disrupt,-8.6036215,-9.826918,-10.2021,0,2
9833,-0.386474887,0.04978932,-0.014258961,No,related,-11.335868,7.567368,-21.183619,0,2
6352,-0.386445587,0.238521802,0.157377065,No,irelands,5.9344125,-13.777964,-17.854408,2,2
421,-0.38596963,-0.051838787,0.058242244,No,41,-4.489315,-13.271018,-14.701129,0,2
5342,-0.385968446,-0.224415828,0.009108207,No,guardian,-3.7439969,-22.892784,-12.85427,0,2
3513,-0.385940189,0.012290914,0.252947951,No,developer,4.3676314,-19.848633,-9.92738,2,2
10723,-0.385791751,0.304365343,0.515893824,No,sii,11.838403,-18.65958,-13.724927,2,2
6238,-0.385758328,0.332474444,0.489172098,No,institutes,12.094659,-17.801388,-15.336172,2,2
8483,-0.38539877,0.115353478,-0.14557174,No,outlines,-4.808067,-1.4363588,-24.099762,0,2
9006,-0.385313148,-0.242838913,-0.198236248,No,political,-26.4733,-5.893411,-7.4114137,0,2
5889,-0.385309842,0.18596433,-0.055783147,No,identifies,-5.1974087,-0.5562783,-22.665335,0,2
9454,-0.385278013,-0.089007655,0.153672156,No,publishes,-2.1260424,-22.39372,-4.719269,0,2
3966,-0.384967106,-0.08367946,0.159120657,No,ec,0.02220293,-10.567214,-18.580185,0,2
6027,-0.384697364,0.034779432,0.374808222,No,inactivated,3.9911962,-20.239893,-9.765137,2,2
9573,-0.384696326,0.218577816,-0.202382388,No,rabbi,-10.875105,4.165747,-25.5286,0,2
3845,-0.38434598,0.482365675,0.385418736,No,drharshvardhan,17.587517,-11.951404,-17.644796,2,2
8381,-0.384234389,0.289499382,-0.194978045,No,oommen,-8.764952,16.548069,-21.006025,0,2
11202,-0.384145744,-0.075726586,0.267679042,No,stockmarket,6.0076785,-19.091677,-1.752523,2,2
1310,-0.384096644,0.273625873,0.137975387,No,ashwinikchoubey,10.222442,-9.765111,-16.533623,2,2
8957,-0.384063109,0.037553111,0.21761999,No,pledged,11.64535,-15.054272,-7.4382143,2,2
1432,-0.384057194,0.21452838,0.413975026,No,authorities,17.314651,-1.2815126,-25.367449,2,2
12659,-0.383976023,-0.210690699,-0.073679642,No,warn,-15.056391,-5.5015235,-12.203556,0,2
